No,지역,2021년 5월,2021년 6월,2021년 7월,2021년 8월,2021년 9월,2021년 10월,2021년 11월,2021년 12월,2022년 1월,2022년 2월,2022년 3월,2022년 4월,2022년 5월,2022년 6월,2022년 7월,2022년 8월,2022년 9월,2022년 10월,2022년 11월,2022년 12월,2023년 1월,2023년 2월,2023년 3월,2023년 4월,2023년 5월,2023년 6월,2023년 7월,2023년 8월,2023년 9월,2023년 10월,2023년 11월,2023년 12월,2024년 1월,2024년 2월,2024년 3월,2024년 4월,2024년 5월,2024년 6월,2024년 7월,2024년 8월,2024년 9월,2024년 10월,2024년 11월,2024년 12월,2025년 1월,2025년 2월,2025년 3월,2025년 4월,2025년 5월,2025년 6월,2025년 7월,2025년 8월,2025년 9월,2025년 10월,2025년 11월,2025년 12월,2026년 1월,2026년 2월,2026년 3월
No,지역,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수,지수
1,세종,89.545,90.022,90.460,90.909,91.357,91.821,92.239,92.663,93.070,93.488,93.874,94.256,94.633,95.024,95.393,95.726,95.917,95.966,95.771,95.674,95.594,95.572,95.634,95.688,95.731,95.772,95.807,95.941,96.095,96.269,96.485,96.768,96.921,97.047,97.197,97.339,97.510,97.639,97.806,97.948,98.070,98.197,98.317,98.406,98.490,98.584,98.673,98.786,98.886,98.991,99.117,99.259,99.403,99.545,99.694,99.848,100.000,100.152,100.297
